Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia,Zimbabwe,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia
2020/4/28,1703,736,3517,743,,4003,1808,6721,15274,1678,,2723,5913,11289,46687,,1014,1565,67446,138,1363,635,146,,109,122,1705,49616,,,13813,84347,5597,,697,1164,2039,1389,822,7445,8896,712,1035,6293,23240,4782,323,258,,1647,,124,4695,165963,211,497,158758,1550,141,2534,530,1163,,,,661,2583,1792,29451,9096,91472,1847,19648,15555,199414,364,14153,449,2835,363,10752,780,3288,695,818,710,124,,1449,3729,128,,5820,226,408,450,,334,15529,3481,,321,4120,,,38440,1472,,701,1337,1399,7599,2049,14612,6021,228,28699,7777,11902,24027,11244,11339,87147,207,538,,18811,736,8275,,14423,1381,1402,480,4793,,209465,588,275,,18926,29164,,,299,2931,,116,967,112261,990993,,9009,10839,158207,620,1904,329,270,342,3027215,,,,736,3517,743,,4003,1808,6721,15274,1678,,2723,5913,11289,46687,,1014,1565,67446,138,1363,635,146,,109,122,1705,49616,,,13813,84347,5597,,697,1164,2039,1389,822,7445,8896,712,1035,6293,23240,4782,323,258,,1647,,124,4695,165963,211,497,158758,1550,141,2534,530,1163,,,,661,2583,1792,29451,9096,91472,1847,19648,15555,199414,364,14153,449,2835,363,10752,780,3288,695,818,710,124,,1449,3729,128,,5820,226,408,450,,334,15529,3481,,321,4120,,,38440,1472,,701,1337,1399,7599,2049,14612,6021,228,28699,7777,11902,24027,11244,11339,87147,207,538,,18811,736,8275,,14423,1381,1402,480,4793,,209465,588,275,,18926,29164,,,299,2931,,116,967,112261,990993,,9009,10839,158207,620,1904,329,270,342,3027215,,
2020/4/29,1828,750,3649,743,,4127,1867,6744,15357,1717,,2811,6462,12208,47334,,1053,1585,73235,138,1399,638,150,,114,122,1705,51150,,,14365,84369,5949,,705,1183,2047,1437,837,7504,9049,712,1072,6416,24258,5042,345,315,,1660,,126,4740,169053,238,511,159912,1671,141,2566,530,1240,,,,702,2649,1795,31324,9511,92584,1928,19877,15728,201505,364,13736,449,3027,374,10761,790,3440,708,836,717,141,,1344,3741,128,,5851,250,424,458,,334,16752,3638,,321,4252,,,38612,1474,,709,1532,1421,7660,2131,15525,6021,239,31190,7958,12218,24322,11921,11616,93558,212,553,,20077,823,8497,104,14951,1384,1408,528,4996,,210773,619,318,,19621,29264,,,299,2938,,116,975,114653,1015518,,9410,11380,162209,625,1939,329,270,343,3101078,,,,750,3649,743,,4127,1867,6744,15357,1717,,2811,6462,12208,47334,,1053,1585,73235,138,1399,638,150,,114,122,1705,51150,,,14365,84369,5949,,705,1183,2047,1437,837,7504,9049,712,1072,6416,24258,5042,345,315,,1660,,126,4740,169053,238,511,159912,1671,141,2566,530,1240,,,,702,2649,1795,31324,9511,92584,1928,19877,15728,201505,364,13736,449,3027,374,10761,790,3440,708,836,717,141,,1344,3741,128,,5851,250,424,458,,334,16752,3638,,321,4252,,,38612,1474,,709,1532,1421,7660,2131,15525,6021,239,31190,7958,12218,24322,11921,11616,93558,212,553,,20077,823,8497,104,14951,1384,1408,528,4996,,210773,619,318,,19621,29264,,,299,2938,,116,975,114653,1015518,,9410,11380,162209,625,1939,329,270,343,3101078,,
2020/4/30,1939,766,3848,743,,4285,1932,6752,15402,1766,,2921,7103,13181,47859,,1110,1677,79685,138,1447,641,150,,114,122,1832,52865,,,14885,84373,6207,,713,1238,2062,1467,843,7579,9206,712,1077,6652,24675,5268,377,315,,1666,,130,4906,166543,276,517,161539,1671,141,2576,557,1351,205,,,738,2727,1797,33062,9771,93657,2003,20253,15834,203591,396,13895,451,3138,384,10765,799,3740,729,849,721,141,,1375,3769,128,,5945,278,482,463,,332,17799,3771,,322,4321,,,38998,1476,,713,1728,1442,7710,2274,16817,6378,239,33931,8212,12640,24505,12564,11978,99399,225,563,,21402,882,8724,104,15641,1391,1418,582,5350,,212917,649,375,,20302,29407,,,480,2947,109,116,980,117589,1042926,,9866,11929,166300,630,2002,331,270,344,3176596,,,,766,3848,743,,4285,1932,6752,15402,1766,,2921,7103,13181,47859,,1110,1677,79685,138,1447,641,150,,114,122,1832,52865,,,14885,84373,6207,,713,1238,2062,1467,843,7579,9206,712,1077,6652,24675,5268,377,315,,1666,,130,4906,166543,276,517,161539,1671,141,2576,557,1351,205,,,738,2727,1797,33062,9771,93657,2003,20253,15834,203591,396,13895,451,3138,384,10765,799,3740,729,849,721,141,,1375,3769,128,,5945,278,482,463,,332,17799,3771,,322,4321,,,38998,1476,,713,1728,1442,7710,2274,16817,6378,239,33931,8212,12640,24505,12564,11978,99399,225,563,,21402,882,8724,104,15641,1391,1418,582,5350,,212917,649,375,,20302,29407,,,480,2947,109,116,980,117589,1042926,,9866,11929,166300,630,2002,331,270,344,3176596,,
2020/5/1,2171,773,4006,745,,4428,2066,6766,15452,1804,,3040,7667,14027,48519,,1167,1757,87187,138,1506,645,151,,121,122,1832,54457,,,16023,84385,6507,,719,1275,2076,1501,850,7682,9356,712,1089,6972,24934,5537,395,315,,1689,100,131,4995,167299,276,539,163009,2074,144,2591,599,1495,205,,,771,2775,1797,34863,10118,94640,2085,20612,15946,205463,422,14088,453,3402,396,10774,806,4024,746,858,725,141,,1385,3784,128,,6002,468,490,465,,332,19224,3897,,322,4423,,,39512,1479,,719,1932,1465,7738,2348,18114,6532,266,36976,8488,12877,25045,13409,12240,106498,243,569,,22753,933,9009,124,16169,1396,1429,601,5647,,213435,663,442,,21092,29586,,,480,2954,116,116,994,120204,1072667,,10406,12481,172337,643,2039,333,270,344,3261450,,106,,773,4006,745,,4428,2066,6766,15452,1804,,3040,7667,14027,48519,,1167,1757,87187,138,1506,645,151,,121,122,1832,54457,,,16023,84385,6507,,719,1275,2076,1501,850,7682,9356,712,1089,6972,24934,5537,395,315,,1689,100,131,4995,167299,276,539,163009,2074,144,2591,599,1495,205,,,771,2775,1797,34863,10118,94640,2085,20612,15946,205463,422,14088,453,3402,396,10774,806,4024,746,858,725,141,,1385,3784,128,,6002,468,490,465,,332,19224,3897,,322,4423,,,39512,1479,,719,1932,1465,7738,2348,18114,6532,266,36976,8488,12877,25045,13409,12240,106498,243,569,,22753,933,9009,124,16169,1396,1429,601,5647,,213435,663,442,,21092,29586,,,480,2954,116,116,994,120204,1072667,,10406,12481,172337,643,2039,333,270,344,3261450,,106
2020/5/2,2335,782,4154,745,,4532,2148,6778,15531,1854,,3170,8238,14917,49032,,1229,1781,92202,138,1555,649,151,,122,122,1832,56343,,,17008,84388,7006,,725,1333,2085,1537,857,7737,9509,712,1097,7288,26336,5895,424,315,,1694,106,133,5051,167305,276,566,164077,2074,144,2612,644,1537,257,,,804,2863,1798,37257,10551,95646,2153,20833,16101,207428,432,14305,459,3597,411,10780,806,4377,756,870,729,152,,1399,3802,132,,6071,491,508,467,,332,20739,3980,,322,4569,,,39989,1485,,728,2170,1494,7783,2447,19103,6720,333,40459,8772,13105,25351,14096,12567,114431,249,580,,24097,1024,9009,136,17101,1403,1434,601,5951,,215216,690,533,,21520,29705,,,480,2960,123,116,998,122392,1106829,,10861,13038,178541,648,2086,335,270,353,3349915,,109,,782,4154,745,,4532,2148,6778,15531,1854,,3170,8238,14917,49032,,1229,1781,92202,138,1555,649,151,,122,122,1832,56343,,,17008,84388,7006,,725,1333,2085,1537,857,7737,9509,712,1097,7288,26336,5895,424,315,,1694,106,133,5051,167305,276,566,164077,2074,144,2612,644,1537,257,,,804,2863,1798,37257,10551,95646,2153,20833,16101,207428,432,14305,459,3597,411,10780,806,4377,756,870,729,152,,1399,3802,132,,6071,491,508,467,,332,20739,3980,,322,4569,,,39989,1485,,728,2170,1494,7783,2447,19103,6720,333,40459,8772,13105,25351,14096,12567,114431,249,580,,24097,1024,9009,136,17101,1403,1434,601,5951,,215216,690,533,,21520,29705,,,480,2960,123,116,998,122392,1106829,,10861,13038,178541,648,2086,335,270,353,3349915,,109
2020/5/3,2469,789,4295,747,,4681,2273,6799,15558,1894,,3284,8790,15828,49517,,1470,1839,97100,138,1594,652,151,,152,122,2077,57926,,117,18435,84391,7285,,733,1362,2088,1611,864,7755,9605,712,1112,7578,27464,6193,446,315,,1699,108,133,5176,168518,335,582,164967,2169,144,2620,688,1586,257,,,1010,2942,1798,39699,10843,96448,2219,21176,16185,209328,463,14571,460,3857,435,10793,823,4619,769,871,733,154,,1406,3812,135,,6176,519,544,468,,332,22088,4052,,322,4729,,,40434,1487,,736,2388,1506,7809,2483,20084,7090,370,42534,8928,13375,25190,14872,12732,124054,255,580,,25459,1115,9362,155,17548,1407,1439,671,6336,,216582,705,592,,22082,29817,,,480,2966,123,116,1009,124375,1136024,,11411,13599,183356,652,2118,345,270,353,3432050,,119,,789,4295,747,,4681,2273,6799,15558,1894,,3284,8790,15828,49517,,1470,1839,97100,138,1594,652,151,,152,122,2077,57926,,117,18435,84391,7285,,733,1362,2088,1611,864,7755,9605,712,1112,7578,27464,6193,446,315,,1699,108,133,5176,168518,335,582,164967,2169,144,2620,688,1586,257,,,1010,2942,1798,39699,10843,96448,2219,21176,16185,209328,463,14571,460,3857,435,10793,823,4619,769,871,733,154,,1406,3812,135,,6176,519,544,468,,332,22088,4052,,322,4729,,,40434,1487,,736,2388,1506,7809,2483,20084,7090,370,42534,8928,13375,25190,14872,12732,124054,255,580,,25459,1115,9362,155,17548,1407,1439,671,6336,,216582,705,592,,22082,29817,,,480,2966,123,116,1009,124375,1136024,,11411,13599,183356,652,2118,345,270,353,3432050,,119
2020/5/4,2704,795,4474,748,,4783,2386,6822,15597,1932,,3383,9455,16705,49906,,1594,1857,101826,138,1618,662,155,,165,122,2077,60504,,117,19663,84400,7668,,739,1398,2096,1649,872,7781,9721,712,1112,7954,29538,6465,490,315,,1700,112,135,5254,168925,335,589,165664,2169,144,2626,703,1586,257,,,1055,2998,1799,42505,11192,97424,2296,21506,16208,210717,469,14877,461,3920,465,10801,851,4983,795,879,737,158,,1410,3824,149,,6298,527,563,477,,332,23471,4121,,322,4903,,,40769,1487,,750,2558,1511,7847,2568,20941,7090,396,45928,9223,13693,25282,15551,13163,134687,259,582,,27011,1182,9464,166,18205,1408,1439,722,6783,,217466,718,592,,22317,29905,,128,480,2969,124,116,1013,126045,1161611,,11913,14163,187698,655,2149,357,271,353,3511157,,124,,795,4474,748,,4783,2386,6822,15597,1932,,3383,9455,16705,49906,,1594,1857,101826,138,1618,662,155,,165,122,2077,60504,,117,19663,84400,7668,,739,1398,2096,1649,872,7781,9721,712,1112,7954,29538,6465,490,315,,1700,112,135,5254,168925,335,589,165664,2169,144,2626,703,1586,257,,,1055,2998,1799,42505,11192,97424,2296,21506,16208,210717,469,14877,461,3920,465,10801,851,4983,795,879,737,158,,1410,3824,149,,6298,527,563,477,,332,23471,4121,,322,4903,,,40769,1487,,750,2558,1511,7847,2568,20941,7090,396,45928,9223,13693,25282,15551,13163,134687,259,582,,27011,1182,9464,166,18205,1408,1439,722,6783,,217466,718,592,,22317,29905,,128,480,2969,124,116,1013,126045,1161611,,11913,14163,187698,655,2149,357,271,353,3511157,,124
2020/5/5,2894,803,4648,750,,4887,2507,6847,15621,1984,,3533,10143,17489,50267,,1681,1926,108620,138,1652,672,161,,175,122,2104,61957,,117,20643,84404,7973,,742,1432,2101,1668,874,7819,9868,712,1116,8235,31881,6813,555,315,,1703,116,140,5327,169583,367,593,166152,2719,144,2632,730,1710,413,,100,1178,3035,1799,46437,11587,98647,2346,21772,16246,211938,471,15078,465,4049,490,10804,855,5278,830,896,740,166,,1419,3828,149,,6353,541,580,480,,332,24905,4248,,323,5053,,,40968,1486,,755,2802,1518,7904,2637,22049,7197,415,47372,9485,14006,25524,16191,13512,145268,261,582,,28656,1271,9557,178,18778,1413,1439,756,7220,,218011,751,678,,22721,29981,,230,480,2987,126,116,1018,127659,1184086,,12331,14730,191688,657,2189,357,271,362,3587874,,137,,803,4648,750,,4887,2507,6847,15621,1984,,3533,10143,17489,50267,,1681,1926,108620,138,1652,672,161,,175,122,2104,61957,,117,20643,84404,7973,,742,1432,2101,1668,874,7819,9868,712,1116,8235,31881,6813,555,315,,1703,116,140,5327,169583,367,593,166152,2719,144,2632,730,1710,413,,100,1178,3035,1799,46437,11587,98647,2346,21772,16246,211938,471,15078,465,4049,490,10804,855,5278,830,896,740,166,,1419,3828,149,,6353,541,580,480,,332,24905,4248,,323,5053,,,40968,1486,,755,2802,1518,7904,2637,22049,7197,415,47372,9485,14006,25524,16191,13512,145268,261,582,,28656,1271,9557,178,18778,1413,1439,756,7220,,218011,751,678,,22721,29981,,230,480,2987,126,116,1018,127659,1184086,,12331,14730,191688,657,2189,357,271,362,3587874,,137
2020/5/6,3224,820,4838,751,,5020,2619,6875,15650,2060,,3720,10929,18350,50509,,1802,1946,115455,138,1704,688,161,,186,122,2104,63215,,170,22016,84406,8613,,755,1464,2112,1685,878,7896,10019,712,1120,8480,31881,7201,587,315,,1711,119,145,5412,170687,397,604,167007,2719,144,2642,763,1811,413,,101,1270,3065,1799,49400,12071,99970,2431,21983,16289,213013,473,15253,471,4205,535,10806,856,5804,843,896,741,170,,1423,3840,151,,6383,573,612,482,,332,26025,4363,,324,5219,,,41286,1488,,763,2950,1526,7955,2735,24073,7523,431,51189,9684,14431,25702,17142,13837,155370,261,589,174,30251,1329,9677,199,19410,1421,1445,835,7572,,219329,771,778,,23216,30009,,293,480,2988,128,116,1022,129491,1208271,,12697,15192,196099,670,2207,361,271,371,3668635,,138,,820,4838,751,,5020,2619,6875,15650,2060,,3720,10929,18350,50509,,1802,1946,115455,138,1704,688,161,,186,122,2104,63215,,170,22016,84406,8613,,755,1464,2112,1685,878,7896,10019,712,1120,8480,31881,7201,587,315,,1711,119,145,5412,170687,397,604,167007,2719,144,2642,763,1811,413,,101,1270,3065,1799,49400,12071,99970,2431,21983,16289,213013,473,15253,471,4205,535,10806,856,5804,843,896,741,170,,1423,3840,151,,6383,573,612,482,,332,26025,4363,,324,5219,,,41286,1488,,763,2950,1526,7955,2735,24073,7523,431,51189,9684,14431,25702,17142,13837,155370,261,589,174,30251,1329,9677,199,19410,1421,1445,835,7572,,219329,771,778,,23216,30009,,293,480,2988,128,116,1022,129491,1208271,,12697,15192,196099,670,2207,361,271,371,3668635,,138
2020/5/7,3392,832,4997,751,,5208,2782,6894,15684,2127,,3934,11719,19255,50781,,1886,1987,126611,139,1778,729,161,,191,122,2265,64694,,170,23048,84409,8959,,761,1516,2119,1703,883,7974,10136,712,1124,8807,31881,7588,633,439,,1713,123,162,5573,174224,397,610,168162,3091,144,2663,798,1856,475,,101,1461,3111,1799,52987,12438,101650,2480,22248,16310,214457,478,15253,473,4422,582,10810,856,6289,871,900,750,178,,1428,3851,158,,6428,617,631,484,,332,27634,4476,,324,5408,,,41518,1489,,770,3145,1539,7996,2903,24644,7731,440,54817,10004,14740,26182,17972,14107,165929,268,608,174,31938,1433,9791,225,20198,1429,1448,873,7808,,220325,797,852,,23918,30060,,379,480,2989,128,116,1025,131744,1233527,100,13184,15738,202215,673,2233,379,271,374,3760836,,146,,832,4997,751,,5208,2782,6894,15684,2127,,3934,11719,19255,50781,,1886,1987,126611,139,1778,729,161,,191,122,2265,64694,,170,23048,84409,8959,,761,1516,2119,1703,883,7974,10136,712,1124,8807,31881,7588,633,439,,1713,123,162,5573,174224,397,610,168162,3091,144,2663,798,1856,475,,101,1461,3111,1799,52987,12438,101650,2480,22248,16310,214457,478,15253,473,4422,582,10810,856,6289,871,900,750,178,,1428,3851,158,,6428,617,631,484,,332,27634,4476,,324,5408,,,41518,1489,,770,3145,1539,7996,2903,24644,7731,440,54817,10004,14740,26182,17972,14107,165929,268,608,174,31938,1433,9791,225,20198,1429,1448,873,7808,,220325,797,852,,23918,30060,,379,480,2989,128,116,1025,131744,1233527,100,13184,15738,202215,673,2233,379,271,374,3760836,,146
2020/5/8,3563,842,5182,752,,5371,2884,6913,15752,2204,,4199,12425,20168,51420,140,2081,2027,135773,141,1829,736,176,,218,122,2267,66201,,253,24581,84415,9456,,765,1571,2125,1729,889,8031,10281,712,1133,9095,30298,7981,695,439,,1720,153,191,5673,174918,504,615,169430,3091,144,2678,832,1927,564,,129,1685,3150,1801,56351,12776,103135,2543,22385,16381,215858,488,15477,494,4578,607,10822,861,6567,895,909,784,189,,1433,3859,193,,6467,648,650,486,,332,29616,4605,,324,5548,,101,41973,1490,,781,3526,1572,8034,2958,26435,7868,462,58526,10343,15047,26715,18890,14499,177160,271,622,187,33731,1492,9848,231,20939,1445,1449,928,8232,,221447,824,930,,24623,30126,,461,480,2992,135,116,1026,133721,1261409,101,13691,16240,207833,684,2298,381,288,375,3851895,,153,,842,5182,752,,5371,2884,6913,15752,2204,,4199,12425,20168,51420,140,2081,2027,135773,141,1829,736,176,,218,122,2267,66201,,253,24581,84415,9456,,765,1571,2125,1729,889,8031,10281,712,1133,9095,30298,7981,695,439,,1720,153,191,5673,174918,504,615,169430,3091,144,2678,832,1927,564,,129,1685,3150,1801,56351,12776,103135,2543,22385,16381,215858,488,15477,494,4578,607,10822,861,6567,895,909,784,189,,1433,3859,193,,6467,648,650,486,,332,29616,4605,,324,5548,,101,41973,1490,,781,3526,1572,8034,2958,26435,7868,462,58526,10343,15047,26715,18890,14499,177160,271,622,187,33731,1492,9848,231,20939,1445,1449,928,8232,,221447,824,930,,24623,30126,,461,480,2992,135,116,1026,133721,1261409,101,13691,16240,207833,684,2298,381,288,375,3851895,,153
2020/5/9,3778,850,5369,752,,5611,3029,6918,15774,2279,,4444,13134,21101,52011,242,2266,2070,146894,141,1872,744,177,,230,122,2267,67674,143,260,25972,84416,10051,,773,1602,2161,1741,891,8077,10416,712,1135,9376,28818,8476,742,439,,1725,159,194,5738,176202,620,623,170588,4012,146,2691,900,2009,594,,146,1771,3178,1801,59695,13112,104691,2603,22541,16436,217185,490,15575,508,4834,621,10840,861,7208,906,928,796,199,,1436,3871,193,,6535,744,668,489,,332,31522,4728,,324,5711,,102,42292,1492,,795,3912,1586,8070,3112,28736,8070,563,61847,10463,15366,27268,20201,14811,187859,273,623,208,35432,1551,9943,257,21707,1455,1450,928,8895,120,222857,835,1111,,25265,30207,,522,509,3000,145,116,1030,135569,1288566,101,14195,16793,212483,694,2325,388,288,375,3945002,,167,,850,5369,752,,5611,3029,6918,15774,2279,,4444,13134,21101,52011,242,2266,2070,146894,141,1872,744,177,,230,122,2267,67674,143,260,25972,84416,10051,,773,1602,2161,1741,891,8077,10416,712,1135,9376,28818,8476,742,439,,1725,159,194,5738,176202,620,623,170588,4012,146,2691,900,2009,594,,146,1771,3178,1801,59695,13112,104691,2603,22541,16436,217185,490,15575,508,4834,621,10840,861,7208,906,928,796,199,,1436,3871,193,,6535,744,668,489,,332,31522,4728,,324,5711,,102,42292,1492,,795,3912,1586,8070,3112,28736,8070,563,61847,10463,15366,27268,20201,14811,187859,273,623,208,35432,1551,9943,257,21707,1455,1450,928,8895,120,222857,835,1111,,25265,30207,,522,509,3000,145,116,1030,135569,1288566,101,14195,16793,212483,694,2325,388,288,375,3945002,,167
2020/5/10,4033,856,5558,754,,5776,3175,6939,15833,2422,,4774,13770,22052,52596,284,2437,2090,156061,141,1921,748,178,,236,122,2274,68918,143,322,27219,84430,10495,,780,1667,2176,1754,892,8095,10517,712,1189,9882,29071,8964,784,439,,1733,163,210,5880,176782,661,626,171324,4263,146,2710,967,2042,641,,151,1830,3213,1801,62808,13645,106220,2679,22760,16454,218268,490,15663,522,4975,649,10874,862,7623,931,930,809,199,,1444,3877,193,,6589,790,692,490,,332,33460,4867,,324,5910,,110,42581,1494,,815,4151,1622,8099,3224,30334,8282,689,65015,10610,15651,27406,21331,15131,198676,280,637,208,37136,1634,10032,291,22460,1455,1454,997,9420,120,223578,847,1164,,25921,30251,,612,509,3004,153,116,1032,137115,1314306,116,14710,17417,216379,702,2349,402,288,375,4030363,,252,,856,5558,754,,5776,3175,6939,15833,2422,,4774,13770,22052,52596,284,2437,2090,156061,141,1921,748,178,,236,122,2274,68918,143,322,27219,84430,10495,,780,1667,2176,1754,892,8095,10517,712,1189,9882,29071,8964,784,439,,1733,163,210,5880,176782,661,626,171324,4263,146,2710,967,2042,641,,151,1830,3213,1801,62808,13645,106220,2679,22760,16454,218268,490,15663,522,4975,649,10874,862,7623,931,930,809,199,,1444,3877,193,,6589,790,692,490,,332,33460,4867,,324,5910,,110,42581,1494,,815,4151,1622,8099,3224,30334,8282,689,65015,10610,15651,27406,21331,15131,198676,280,637,208,37136,1634,10032,291,22460,1455,1454,997,9420,120,223578,847,1164,,25921,30251,,612,509,3004,153,116,1032,137115,1314306,116,14710,17417,216379,702,2349,402,288,375,4030363,,252
2020/5/11,4402,868,5723,755,,6034,3313,6948,15871,2519,,4941,14657,22973,53081,319,2556,2117,162699,141,1965,751,180,,246,122,2579,70091,143,322,28866,84450,11063,,792,1700,2187,1766,898,8123,10627,712,1210,10347,29559,9400,889,439,,1739,172,239,5962,177094,661,635,171879,4263,146,2716,1052,2146,726,104,182,1972,3263,1801,67161,14032,107603,2767,22996,16477,219070,502,15777,540,5090,672,10909,870,8688,1002,939,845,199,,1479,3886,193,,6656,835,704,496,,332,35022,4927,,324,6063,,110,42826,1497,,821,4399,1642,8105,3399,32081,8448,713,67307,10794,15996,27581,22520,15362,209688,284,628,208,39048,1709,10032,307,23336,1457,1457,1054,10015,120,224350,863,1365,,26322,30305,,612,509,3009,174,116,1032,138657,1334084,121,15232,18198,220303,707,2418,414,288,375,4108270,,267,,868,5723,755,,6034,3313,6948,15871,2519,,4941,14657,22973,53081,319,2556,2117,162699,141,1965,751,180,,246,122,2579,70091,143,322,28866,84450,11063,,792,1700,2187,1766,898,8123,10627,712,1210,10347,29559,9400,889,439,,1739,172,239,5962,177094,661,635,171879,4263,146,2716,1052,2146,726,104,182,1972,3263,1801,67161,14032,107603,2767,22996,16477,219070,502,15777,540,5090,672,10909,870,8688,1002,939,845,199,,1479,3886,193,,6656,835,704,496,,332,35022,4927,,324,6063,,110,42826,1497,,821,4399,1642,8105,3399,32081,8448,713,67307,10794,15996,27581,22520,15362,209688,284,628,208,39048,1709,10032,307,23336,1457,1457,1054,10015,120,224350,863,1365,,26322,30305,,612,509,3009,174,116,1032,138657,1334084,121,15232,18198,220303,707,2418,414,288,375,4108270,,267
2020/5/12,4687,872,5891,755,,6278,3392,6970,15882,2589,,5236,15691,23906,53449,319,2831,2141,169594,141,1990,760,180,,260,122,2689,71264,143,322,30063,84451,11613,,801,1730,2196,1783,901,8176,10711,712,1227,10634,29509,9746,958,439,,1741,175,250,5984,177547,802,638,172576,4700,147,2726,1114,2146,761,109,209,2100,3284,1801,70768,14265,109286,2818,23135,16506,219814,505,15847,562,5207,700,10936,884,9286,1016,946,859,211,,1485,3888,186,,6726,897,712,503,,332,36327,4995,,324,6281,103,134,42987,1497,,832,4641,1664,8132,3573,34336,8616,724,68822,11086,16326,27679,23623,15588,221344,285,628,208,41014,1886,10176,338,23822,1457,1460,1089,10652,156,227436,869,1526,,26670,30344,,661,509,3015,181,116,1032,139771,1352962,121,15648,18878,224185,711,2486,422,288,375,4184838,,267,,872,5891,755,,6278,3392,6970,15882,2589,,5236,15691,23906,53449,319,2831,2141,169594,141,1990,760,180,,260,122,2689,71264,143,322,30063,84451,11613,,801,1730,2196,1783,901,8176,10711,712,1227,10634,29509,9746,958,439,,1741,175,250,5984,177547,802,638,172576,4700,147,2726,1114,2146,761,109,209,2100,3284,1801,70768,14265,109286,2818,23135,16506,219814,505,15847,562,5207,700,10936,884,9286,1016,946,859,211,,1485,3888,186,,6726,897,712,503,,332,36327,4995,,324,6281,103,134,42987,1497,,832,4641,1664,8132,3573,34336,8616,724,68822,11086,16326,27679,23623,15588,221344,285,628,208,41014,1886,10176,338,23822,1457,1460,1089,10652,156,227436,869,1526,,26670,30344,,661,509,3015,181,116,1032,139771,1352962,121,15648,18878,224185,711,2486,422,288,375,4184838,,267
